ML Catalog Number,Format,Common Name,Scientific Name,Background Species,Caption,Recordist,Date,Year,Month,Day,Time,Country,Country-State-County,State,County,Locality,Latitude,Longitude,Age/Sex,Behaviors,Playback,Captive,Collected,Specimen ID,Home Archive Catalog Number,Recorder,Microphone,Accessory,Partner Institution,eBird Checklist ID,Unconfirmed,Air Temp(°C),Water Temp(°C),Media notes,Observation Details,Parent Species,eBird Species Code,Taxon Category,Taxonomic Sort,Recordist 2,Average Community Rating,Number of Ratings,Asset Tags,Original Image Height,Original Image Width
612000188,Photo,Red-winged Blackbird,Agelaius phoeniceus,,,Robin Hartley,2024-11-25,2024,11,25,1810,United States,United States/NJ/Cape May,NJ,Cape May,Cape May Point SP,38.9319,-74.9610,Adult Female – 1,,,,,,,,,,,S9000000133,,,,,,,,,5550,,4.04,28,,,
612000189,Photo,Mallard,Anas platyrhynchos,,,Robin Hartley,2024-12-01,2024,12,1,630,United States,United States/NJ/Monmouth,NJ,Monmouth,Sandy Hook,40.4376,-73.9916,Immature – 1; Immature – 1,Nest Building,,,,,,,,,,S9000000134,,,,,,,,,360,,4.72,20,,,
612000190,Photo,Northern Flicker,Colaptes auratus,,,Robin Hartley,2024-12-03,2024,12,3,915,United States,United States/NY/Suffolk,NY,Suffolk,Montauk Point SP,41.0717,-71.8567,Adult – 1,,,,,,,,,,,S9000000135,,,,,,,,,3600,,4.50,13,,,
612000191,Photo,Mallard,Anas platyrhynchos,,,Robin Hartley,2024-12-03,2024,12,3,1620,United States,United States/NJ/Passaic,NJ,Passaic,Garret Mountain Reservation,40.9168,-74.1490,Immature – 1,Carrying Food,,,,,,,,,,S9000000136,,,,,,,,,360,,3.35,34,,,
612000192,Photo,Mallard,Anas platyrhynchos,,,Robin Hartley,2024-12-03,2024,12,3,1200,United States,United States/NJ/Passaic,NJ,Passaic,Garret Mountain Reservation,40.9168,-74.1490,Adult – 1,,,,,,,,,,,S9000000136,,,,,,,,,360,,4.04,9,,,
612000193,Photo,Northern Mockingbird,Mimus polyglottos,,,Robin Hartley,2024-12-07,2024,12,7,1600,United States,United States/NY/Rockland,NY,Rockland,Doodletown,41.3079,-73.9912,Adult Female – 1,,,,,,,,,,,S9000000137,,,,,,,,,4790,,3.39,22,,,
612000194,Video,Downy Woodpecker,Dryobates pubescens,,,Robin Hartley,2024-12-07,2024,12,7,1830,United States,United States/NY/Rockland,NY,Rockland,Doodletown,41.3079,-73.9912,,,,,,,,,,,,S9000000137,,,,,,,,,3550,,3.14,14,,,
612000195,Photo,American Robin,Turdus migratorius,,,Robin Hartley,2024-12-12,2024,12,12,845,United States,United States/NJ/Monmouth,NJ,Monmouth,Sandy Hook,40.4376,-73.9916,,,,,,,,,,,,S9000000138,,,,,,,,,4700,,4.29,16,,,
612000196,Photo,Dark-eyed Junco,Junco hyemalis,,,Robin Hartley,2024-12-12,2024,12,12,1710,United States,United States/NJ/Monmouth,NJ,Monmouth,Sandy Hook,40.4376,-73.9916,Adult Female – 1,Feeding Young,,,,,,,,,,S9000000138,,,,,,,,,5160,,4.82,15,,,
612000197,Photo,Dark-eyed Junco,Junco hyemalis,,,Robin Hartley,2024-12-12,2024,12,12,1700,United States,United States/NJ/Monmouth,NJ,Monmouth,Sandy Hook,40.4376,-73.9916,Adult – 1; Immature – 1,,,,,,,,,,,S9000000138,,,,,,,,,5160,,4.51,37,,,
612000198,Photo,Herring Gull,Larus argentatus,,,Robin Hartley,2024-12-12,2024,12,12,630,United States,United States/NJ/Monmouth,NJ,Monmouth,Sandy Hook,40.4376,-73.9916,,Carrying Food,,,,,,,,,,S9000000138,,,,,,,,,2470,,3.91,39,,,
612000199,Photo,Black-capped Chickadee,Poecile atricapillus,,,Robin Hartley,2024-12-12,2024,12,12,1400,United States,United States/NJ/Monmouth,NJ,Monmouth,Sandy Hook,40.4376,-73.9916,Adult – 1,,,,,,,,,,,S9000000138,,,,,,,,,4200,,3.55,24,,,
612000200,Photo,Herring Gull,Larus argentatus,,,Robin Hartley,2024-12-12,2024,12,12,1445,United States,United States/NY/Queens,NY,Queens,Jamaica Bay Wildlife Refuge,40.6188,-73.8233,Adult – 1,,,,,,,,,,,S9000000139,,,,,,,,,2470,,3.87,32,,,
612000201,Photo,Eastern Bluebird,Sialia sialis,,,Robin Hartley,2024-12-12,2024,12,12,1820,United States,United States/NY/Queens,NY,Queens,Jamaica Bay Wildlife Refuge,40.6188,-73.8233,Adult – 1,,,,,,,,,,,S9000000139,,,,,,,,,4600,,3.00,14,,,
612000202,Photo,Eastern Bluebird,Sialia sialis,,,Robin Hartley,2024-12-12,2024,12,12,1715,United States,United States/NY/Queens,NY,Queens,Jamaica Bay Wildlife Refuge,40.6188,-73.8233,Adult – 1,,,,,,,,,,,S9000000139,,,,,,,,,4600,,4.51,29,,,
612000203,Audio,Canada Goose,Branta canadensis,,,Robin Hartley,2024-12-14,2024,12,14,520,United States,United States/NY/Queens,NY,Queens,Jamaica Bay Wildlife Refuge,40.6188,-73.8233,,Vocalizing,,,,,,,,,,S9000000140,,,,,,,,,257,,3.63,6,,,
612000204,Photo,American Robin,Turdus migratorius,,,Robin Hartley,2024-12-17,2024,12,17,1620,United States,United States/NY/Orange,NY,Orange,Sterling Forest SP,41.1976,-74.2549,Adult – 1,,,,,,,,,,,S9000000142,,,,,,,,,4700,,4.17,9,,,
612000205,Photo,Carolina Wren,Thryothorus ludovicianus,,,Robin Hartley,2024-12-17,2024,12,17,1445,United States,United States/NY/Orange,NY,Orange,Sterling Forest SP,41.1976,-74.2549,Adult Female – 1,Flying,,,,,,,,,,S9000000142,,,,,,,,,4450,,4.74,17,,,
612000206,Photo,American Coot,Fulica americana,,,Robin Hartley,2024-12-17,2024,12,17,810,United States,United States/NY/Rockland,NY,Rockland,Doodletown,41.3079,-73.9912,Immature – 1,"Preening, Scratching, or Bathing",,,,,,,,,,S9000000143,,,,,,,,,1700,,4.44,5,,,
612000207,Video,Barred Owl,Strix varia,,,Robin Hartley,2024-12-17,2024,12,17,1440,United States,United States/NY/Queens,NY,Queens,Jamaica Bay Wildlife Refuge,40.6188,-73.8233,Unknown – 1,,,,,,,,,,,S9000000144,,,,,,,,,3340,,4.93,26,,,
612000208,Photo,Fish Crow,Corvus ossifragus,,,Robin Hartley,2024-12-26,2024,12,26,1640,United States,United States/NY/Kings,NY,Kings,Prospect Park,40.6602,-73.9690,Adult Male – 1; Adult Male – 1,,,,,,,,,,,S9000000148,,,,,,,,,4060,,3.10,36,,,
612000209,Photo,Fish Crow,Corvus ossifragus,,,Robin Hartley,2024-12-26,2024,12,26,1230,United States,United States/NY/Kings,NY,Kings,Prospect Park,40.6602,-73.9690,,Feeding Young,,,,,,,,,,S9000000148,,,,,,,,,4060,,3.04,36,,,
612000210,Photo,Green-winged Teal,Anas crecca,,,Robin Hartley,2024-12-30,2024,12,30,1130,United States,United States/NY/Suffolk,NY,Suffolk,Montauk Point SP,41.0717,-71.8567,Adult Female – 1,"Courtship, Display, or Copulation",,,,,,,,,,S9000000150,,,,,,,,,380,,4.20,34,,,
612000211,Photo,American Robin,Turdus migratorius,,,Robin Hartley,2024-12-30,2024,12,30,1315,United States,United States/NY/Suffolk,NY,Suffolk,Montauk Point SP,41.0717,-71.8567,Adult – 1,Foraging or Eating,,,,,,,,,,S9000000150,,,,,,,,,4700,,4.71,24,,,
612000212,Audio,Northern Shoveler,Spatula clypeata,,,Robin Hartley,2025-01-05,2025,1,5,815,United States,United States/NJ/Passaic,NJ,Passaic,Garret Mountain Reservation,40.9168,-74.1490,,Call,,,,,,,,,,S9000000153,,,,,,,,,320,,4.09,8,,,
612000213,Photo,Northern Shoveler,Spatula clypeata,,,Robin Hartley,2025-01-05,2025,1,5,1405,United States,United States/NJ/Passaic,NJ,Passaic,Garret Mountain Reservation,40.9168,-74.1490,Adult – 1,,,,,,,,,,,S9000000153,,,,,,,,,320,,4.72,12,,,
612000214,Video,Sanderling,Calidris alba,,,Robin Hartley,2025-01-05,2025,1,5,1710,United States,United States/NJ/Monmouth,NJ,Monmouth,Sandy Hook,40.4376,-73.9916,Adult – 1,,,,,,,,,,,S9000000154,,,,,,,,,2000,,3.42,12,,,
612000215,Photo,Ring-billed Gull,Larus delawarensis,,,Robin Hartley,2025-01-05,2025,1,5,850,United States,United States/NJ/Monmouth,NJ,Monmouth,Sandy Hook,40.4376,-73.9916,Adult Male – 1; Immature – 1,Nest Building; Carrying Food,,,,,,,,,,S9000000154,,,,,,,,,2450,,3.82,2,,,
612000216,Photo,Red-bellied Woodpecker,Melanerpes carolinus,,,Robin Hartley,2025-01-05,2025,1,5,1640,United States,United States/NY/Kings,NY,Kings,Prospect Park,40.6602,-73.9690,Adult – 1,,,,,,,,,,,S9000000155,,,,,,,,,3500,,4.01,26,,,
612000217,Photo,Red-bellied Woodpecker,Melanerpes carolinus,,,Robin Hartley,2025-01-05,2025,1,5,850,United States,United States/NY/Kings,NY,Kings,Prospect Park,40.6602,-73.9690,Adult Female – 1,,,,,,,,,,,S9000000155,,,,,,,,,3500,,3.77,27,,,
612000218,Video,White-throated Sparrow,Zonotrichia albicollis,,,Robin Hartley,2025-01-05,2025,1,5,650,United States,United States/NY/Kings,NY,Kings,Prospect Park,40.6602,-73.9690,Adult – 1,Carrying Food,,,,,,,,,,S9000000155,,,,,,,,,5180,,3.42,19,,,
612000219,Audio,Tufted Titmouse,Baeolophus bicolor,,,Robin Hartley,2025-01-10,2025,1,10,645,United States,United States/NJ/Passaic,NJ,Passaic,Garret Mountain Reservation,40.9168,-74.1490,,Song,,,,,,,,,,S9000000156,,,,,,,,,4250,,3.16,34,,,
612000220,Video,Tufted Titmouse,Baeolophus bicolor,,,Robin Hartley,2025-01-10,2025,1,10,1705,United States,United States/NJ/Passaic,NJ,Passaic,Garret Mountain Reservation,40.9168,-74.1490,Adult Male – 1; Juvenile – 1,,,,,,,,,,,S9000000156,,,,,,,,,4250,,3.51,15,,,
612000221,Photo,American Robin,Turdus migratorius,,,Robin Hartley,2025-01-14,2025,1,14,710,United States,United States/NY/Rockland,NY,Rockland,Doodletown,41.3079,-73.9912,Adult Female – 1,,,,,,,,,,,S9000000157,,,,,,,,,4700,,4.95,29,,,
612000222,Photo,American Robin,Turdus migratorius,,,Robin Hartley,2025-01-14,2025,1,14,1200,United States,United States/NY/Rockland,NY,Rockland,Doodletown,41.3079,-73.9912,Adult Female – 1,Flying,,,,,,,,,,S9000000157,,,,,,,,,4700,,3.22,2,,,
612000223,Photo,Mallard,Anas platyrhynchos,,,Robin Hartley,2025-01-14,2025,1,14,1830,United States,United States/NY/Nassau,NY,Nassau,Jones Beach SP--Coast Guard Station,40.5985,-73.5070,,,,,,,,,,,,S9000000158,,,,,,,,,360,,4.62,25,,,
612000224,Photo,American Black Duck,Anas rubripes,,,Robin Hartley,2025-01-17,2025,1,17,1545,United States,United States/NY/Rockland,NY,Rockland,Doodletown,41.3079,-73.9912,Adult – 1; Adult Male – 1,,,,,,,,,,,S9000000159,,,,,,,,,365,,4.07,34,,,
612000225,Photo,Hermit Thrush,Catharus guttatus,,,Robin Hartley,2025-01-17,2025,1,17,805,United States,United States/NY/Rockland,NY,Rockland,Doodletown,41.3079,-73.9912,,,,,,,,,,,,S9000000159,,,,,,,,,4660,,4.79,38,,,
612000226,Photo,Rock Pigeon,Columba livia,,,Robin Hartley,2025-01-17,2025,1,17,1840,United States,United States/NY/Nassau,NY,Nassau,Jones Beach SP--Coast Guard Station,40.5985,-73.5070,Juvenile – 1,,,,,,,,,,,S9000000160,,,,,,,,,1000,,4.13,32,,,
612000227,Photo,Gadwall,Mareca strepera,,,Robin Hartley,2025-01-17,2025,1,17,1150,United States,United States/NY/Nassau,NY,Nassau,Jones Beach SP--Coast Guard Station,40.5985,-73.5070,,,,,,,,,,,,S9000000160,,,,,,,,,330,,4.19,37,,,
612000228,Photo,Red-breasted Nuthatch,Sitta canadensis,,,Robin Hartley,2025-01-17,2025,1,17,745,United States,United States/NY/Nassau,NY,Nassau,Jones Beach SP--Coast Guard Station,40.5985,-73.5070,Adult – 1,Carrying Food,,,,,,,,,,S9000000160,,,,,,,,,4320,,4.76,33,,,
612000229,Photo,Red-breasted Nuthatch,Sitta canadensis,,,Robin Hartley,2025-01-17,2025,1,17,1120,United States,United States/NY/Nassau,NY,Nassau,Jones Beach SP--Coast Guard Station,40.5985,-73.5070,Adult Female – 1,"Courtship, Display, or Copulation",,,,,,,,,,S9000000160,,,,,,,,,4320,,4.03,22,,,
612000230,Photo,Cedar Waxwing,Bombycilla cedrorum,,,Robin Hartley,2025-01-17,2025,1,17,905,United States,United States/NY/Nassau,NY,Nassau,Jones Beach SP--Coast Guard Station,40.5985,-73.5070,Adult Female – 1,,,,,,,,,,,S9000000160,,,,,,,,,4850,,4.17,37,,,
612000231,Photo,Cedar Waxwing,Bombycilla cedrorum,,,Robin Hartley,2025-01-17,2025,1,17,730,United States,United States/NY/Nassau,NY,Nassau,Jones Beach SP--Coast Guard Station,40.5985,-73.5070,Adult Male – 1,,,,,,,,,,,S9000000160,,,,,,,,,4850,,4.55,23,,,
612000232,Audio,Red-bellied Woodpecker,Melanerpes carolinus,,,Robin Hartley,2025-01-17,2025,1,17,505,United States,United States/NY/Nassau,NY,Nassau,Jones Beach SP--Coast Guard Station,40.5985,-73.5070,Unknown – 1,,,,,,,,,,,S9000000160,,,,,,,,,3500,,3.57,12,,,
612000233,Audio,House Finch,Haemorhous mexicanus,,,Robin Hartley,2025-01-22,2025,1,22,630,United States,United States/NY/Rockland,NY,Rockland,Doodletown,41.3079,-73.9912,,,,,,,,,,,,S9000000161,,,,,,,,,4950,,4.66,36,,,
612000234,Photo,Bufflehead,Bucephala albeola,,,Robin Hartley,2025-01-22,2025,1,22,805,United States,United States/NY/Rockland,NY,Rockland,Doodletown,41.3079,-73.9912,Immature – 1,,,,,,,,,,,S9000000161,,,,,,,,,430,,4.60,12,,,
612000235,Photo,Wild Turkey,Meleagris gallopavo,,,Robin Hartley,2025-01-22,2025,1,22,1700,United States,United States/NY/Rockland,NY,Rockland,Doodletown,41.3079,-73.9912,Adult – 1,,,,,,,,,,,S9000000161,,,,,,,,,230,,3.90,22,,,
612000236,Video,Northern Cardinal,Cardinalis cardinalis,,,Robin Hartley,2025-01-22,2025,1,22,815,United States,United States/NY/Rockland,NY,Rockland,Doodletown,41.3079,-73.9912,Adult – 1,,,,,,,,,,,S9000000161,,,,,,,,,6150,,3.51,3,,,
612000237,Photo,Blue Jay,Cyanocitta cristata,,,Robin Hartley,2025-01-22,2025,1,22,1410,United States,United States/NY/Kings,NY,Kings,Prospect Park,40.6602,-73.9690,Adult Female – 1; Immature – 1,,,,,,,,,,,S9000000162,,,,,,,,,4000,,3.71,25,,,
612000238,Audio,Hooded Merganser,Lophodytes cucullatus,,,Robin Hartley,2025-01-22,2025,1,22,620,United States,United States/NY/Suffolk,NY,Suffolk,Montauk Point SP,41.0717,-71.8567,,Vocalizing,,,,,,,,,,S9000000163,,,,,,,,,440,,3.16,30,,,
612000239,Photo,Dark-eyed Junco,Junco hyemalis,,,Robin Hartley,2025-01-22,2025,1,22,1440,United States,United States/NY/Suffolk,NY,Suffolk,Montauk Point SP,41.0717,-71.8567,Adult – 1,,,,,,,,,,,S9000000163,,,,,,,,,5160,,3.42,11,,,
612000240,Photo,Dark-eyed Junco,Junco hyemalis,,,Robin Hartley,2025-01-22,2025,1,22,820,United States,United States/NY/Suffolk,NY,Suffolk,Montauk Point SP,41.0717,-71.8567,Adult – 1,,,,,,,,,,,S9000000163,,,,,,,,,5160,,4.11,16,,,
612000241,Photo,Northern Flicker,Colaptes auratus,,,Robin Hartley,2025-01-25,2025,1,25,1130,United States,United States/NY/New York,NY,New York,Central Park,40.7813,-73.9665,Adult Female – 1,,,,,,,,,,,S9000000164,,,,,,,,,3600,,4.59,22,,,
612000242,Audio,Mute Swan,Cygnus olor,,,Robin Hartley,2025-01-25,2025,1,25,650,United States,United States/NY/New York,NY,New York,Central Park,40.7813,-73.9665,,Call,,,,,,,,,,S9000000164,,,,,,,,,278,,4.06,8,,,
612000243,Audio,Swamp Sparrow,Melospiza georgiana,,,Robin Hartley,2025-01-25,2025,1,25,500,United States,United States/NY/New York,NY,New York,Central Park,40.7813,-73.9665,,,,,,,,,,,,S9000000164,,,,,,,,,5250,,4.13,4,,,
612000244,Video,Swamp Sparrow,Melospiza georgiana,,,Robin Hartley,2025-01-25,2025,1,25,1405,United States,United States/NY/New York,NY,New York,Central Park,40.7813,-73.9665,Immature – 1,,,,,,,,,,,S9000000164,,,,,,,,,5250,,3.18,15,,,
612000245,Photo,Common Goldeneye,Bucephala clangula,,,Robin Hartley,2025-01-25,2025,1,25,600,United States,United States/NY/Suffolk,NY,Suffolk,Montauk Point SP,41.0717,-71.8567,Unknown – 1,,,,,,,,,,,S9000000165,,,,,,,,,433,,3.92,14,,,
612000246,Photo,Common Goldeneye,Bucephala clangula,,,Robin Hartley,2025-01-25,2025,1,25,1045,United States,United States/NY/Suffolk,NY,Suffolk,Montauk Point SP,41.0717,-71.8567,Immature – 1,,,,,,,,,,,S9000000165,,,,,,,,,433,,3.78,32,,,
612000247,Photo,Golden-crowned Kinglet,Regulus satrapa,,,Robin Hartley,2025-01-28,2025,1,28,1550,United States,United States/NJ/Cape May,NJ,Cape May,Cape May Point SP,38.9319,-74.9610,Immature – 1,,,,,,,,,,,S9000000166,,,,,,,,,4540,,4.24,16,,,
612000248,Audio,Carolina Wren,Thryothorus ludovicianus,,,Robin Hartley,2025-01-28,2025,1,28,715,United States,United States/NJ/Cape May,NJ,Cape May,Cape May Point SP,38.9319,-74.9610,Immature – 1; Immature – 1,,,,,,,,,,,S9000000166,,,,,,,,,4450,,3.97,22,,,
612000249,Video,Northern Gannet,Morus bassanus,,,Robin Hartley,2025-01-28,2025,1,28,1350,United States,United States/NJ/Cape May,NJ,Cape May,Cape May Point SP,38.9319,-74.9610,Adult Female – 1,,,,,,,,,,,S9000000166,,,,,,,,,2650,,3.22,33,,,
612000250,Video,Ring-billed Gull,Larus delawarensis,,,Robin Hartley,2025-02-01,2025,2,1,1415,United States,United States/NY/Nassau,NY,Nassau,Jones Beach SP--Coast Guard Station,40.5985,-73.5070,Adult – 1,,,,,,,,,,,S9000000168,,,,,,,,,2450,,3.85,15,,,
612000251,Photo,Red-breasted Merganser,Mergus serrator,,,Robin Hartley,2025-02-01,2025,2,1,945,United States,United States/NY/Nassau,NY,Nassau,Jones Beach SP--Coast Guard Station,40.5985,-73.5070,Adult Male – 1,,,,,,,,,,,S9000000168,,,,,,,,,450,,3.66,26,,,
612000252,Photo,Northern Mockingbird,Mimus polyglottos,,,Robin Hartley,2025-02-01,2025,2,1,1115,United States,United States/NY/Nassau,NY,Nassau,Jones Beach SP--Coast Guard Station,40.5985,-73.5070,Adult Female – 1,,,,,,,,,,,S9000000168,,,,,,,,,4790,,3.18,8,,,
612000253,Photo,Common Grackle,Quiscalus quiscula,,,Robin Hartley,2025-02-04,2025,2,4,1045,United States,United States/NY/Nassau,NY,Nassau,Jones Beach SP--Coast Guard Station,40.5985,-73.5070,Juvenile – 1,,,,,,,,,,,S9000000170,,,,,,,,,5600,,3.79,26,,,
612000254,Photo,Great Blue Heron,Ardea herodias,,,Robin Hartley,2025-02-04,2025,2,4,1210,United States,United States/NY/Nassau,NY,Nassau,Jones Beach SP--Coast Guard Station,40.5985,-73.5070,Juvenile – 1,,,,,,,,,,,S9000000170,,,,,,,,,2800,,3.02,2,,,
612000255,Photo,House Finch,Haemorhous mexicanus,,,Robin Hartley,2025-02-04,2025,2,4,1540,United States,United States/NY/Nassau,NY,Nassau,Jones Beach SP--Coast Guard Station,40.5985,-73.5070,Adult – 1,,,,,,,,,,,S9000000170,,,,,,,,,4950,,3.61,39,,,
612000256,Video,Blue Jay,Cyanocitta cristata,,,Robin Hartley,2025-02-09,2025,2,9,1450,United States,United States/NY/Suffolk,NY,Suffolk,Montauk Point SP,41.0717,-71.8567,Adult Male – 1,Foraging or Eating,,,,,,,,,,S9000000171,,,,,,,,,4000,,3.38,21,,,
612000257,Photo,American Goldfinch,Spinus tristis,,,Robin Hartley,2025-02-09,2025,2,9,1415,United States,United States/NY/Suffolk,NY,Suffolk,Montauk Point SP,41.0717,-71.8567,Immature – 1,Flying; Foraging or Eating,,,,,,,,,,S9000000172,,,,,,,,,5000,,4.39,19,,,
612000258,Photo,Herring Gull,Larus argentatus,,,Robin Hartley,2025-02-09,2025,2,9,815,United States,United States/NY/Suffolk,NY,Suffolk,Montauk Point SP,41.0717,-71.8567,,Foraging or Eating,,,,,,,,,,S9000000172,,,,,,,,,2470,,4.14,40,,,
612000259,Video,Eastern Screech-Owl,Megascops asio,,,Robin Hartley,2025-02-15,2025,2,15,805,United States,United States/NY/Nassau,NY,Nassau,Jones Beach SP--Coast Guard Station,40.5985,-73.5070,Adult Female – 1,,,,,,,,,,,S9000000174,,,,,,,,,3300,,4.31,21,,,
612000260,Photo,Bufflehead,Bucephala albeola,,,Robin Hartley,2025-02-21,2025,2,21,1500,United States,United States/NY/Queens,NY,Queens,Jamaica Bay Wildlife Refuge,40.6188,-73.8233,Adult – 1; Immature – 1,"Nest Building; Preening, Scratching, or Bathing",,,,,,,,,,S9000000175,,,,,,,,,430,,3.70,22,,,
612000261,Photo,American Goldfinch,Spinus tristis,,,Robin Hartley,2025-02-21,2025,2,21,810,United States,United States/NY/Queens,NY,Queens,Jamaica Bay Wildlife Refuge,40.6188,-73.8233,Adult – 1,,,,,,,,,,,S9000000175,,,,,,,,,5000,,3.87,20,,,
612000262,Photo,American Goldfinch,Spinus tristis,,,Robin Hartley,2025-02-21,2025,2,21,1745,United States,United States/NY/Queens,NY,Queens,Jamaica Bay Wildlife Refuge,40.6188,-73.8233,Adult Female – 1,,,,,,,,,,,S9000000175,,,,,,,,,5000,,3.52,37,,,
612000263,Photo,Common Loon,Gavia immer,,,Robin Hartley,2025-02-21,2025,2,21,1745,United States,United States/NJ/Monmouth,NJ,Monmouth,Sandy Hook,40.4376,-73.9916,Adult – 1,,,,,,,,,,,S9000000176,,,,,,,,,2600,,4.00,20,,,
612000264,Photo,Horned Grebe,Podiceps auritus,,,Robin Hartley,2025-03-04,2025,3,4,640,United States,United States/NY/Suffolk,NY,Suffolk,Montauk Point SP,41.0717,-71.8567,Adult – 1,Carrying Food; Feeding Young,,,,,,,,,,S9000000178,,,,,,,,,500,,4.24,32,,,
612000265,Photo,Hermit Thrush,Catharus guttatus,,,Robin Hartley,2025-03-07,2025,3,7,1445,United States,United States/NY/Queens,NY,Queens,Jamaica Bay Wildlife Refuge,40.6188,-73.8233,Adult – 1,,,,,,,,,,,S9000000180,,,,,,,,,4660,,3.64,39,,,
612000266,Photo,White-breasted Nuthatch,Sitta carolinensis,,,Robin Hartley,2025-03-07,2025,3,7,1245,United States,United States/NY/Queens,NY,Queens,Jamaica Bay Wildlife Refuge,40.6188,-73.8233,,,,,,,,,,,,S9000000180,,,,,,,,,4300,,4.48,36,,,
612000267,Photo,Common Goldeneye,Bucephala clangula,,,Robin Hartley,2025-03-07,2025,3,7,940,United States,United States/NY/Nassau,NY,Nassau,Jones Beach SP--Coast Guard Station,40.5985,-73.5070,Adult – 1,,,,,,,,,,,S9000000182,,,,,,,,,433,,3.04,27,,,
612000268,Audio,American Goldfinch,Spinus tristis,,,Robin Hartley,2025-03-07,2025,3,7,810,United States,United States/NY/Nassau,NY,Nassau,Jones Beach SP--Coast Guard Station,40.5985,-73.5070,,,,,,,,,,,,S9000000182,,,,,,,,,5000,,3.94,12,,,
612000269,Video,Black-capped Chickadee,Poecile atricapillus,,,Robin Hartley,2025-03-11,2025,3,11,1145,United States,United States/NY/New York,NY,New York,Central Park,40.7813,-73.9665,Adult Female – 1,,,,,,,,,,,S9000000183,,,,,,,,,4200,,3.01,6,,,
612000270,Photo,Swamp Sparrow,Melospiza georgiana,,,Robin Hartley,2025-03-16,2025,3,16,1650,United States,United States/NY/Rockland,NY,Rockland,Doodletown,41.3079,-73.9912,Adult – 1,,,,,,,,,,,S9000000184,,,,,,,,,5250,,4.51,37,,,
612000271,Photo,Red-winged Blackbird,Agelaius phoeniceus,,,Robin Hartley,2025-03-16,2025,3,16,745,United States,United States/NY/Rockland,NY,Rockland,Doodletown,41.3079,-73.9912,Unknown – 1,,,,,,,,,,,S9000000184,,,,,,,,,5550,,3.46,34,,,
612000272,Photo,Red-winged Blackbird,Agelaius phoeniceus,,,Robin Hartley,2025-03-16,2025,3,16,620,United States,United States/NY/Rockland,NY,Rockland,Doodletown,41.3079,-73.9912,Immature – 1,,,,,,,,,,,S9000000184,,,,,,,,,5550,,4.96,12,,,
612000273,Photo,Red-breasted Merganser,Mergus serrator,,,Robin Hartley,2025-03-16,2025,3,16,950,United States,United States/NY/Suffolk,NY,Suffolk,Montauk Point SP,41.0717,-71.8567,Adult – 1,,,,,,,,,,,S9000000186,,,,,,,,,450,,5.00,6,,,
612000274,Photo,Bufflehead,Bucephala albeola,,,Robin Hartley,2025-03-28,2025,3,28,1405,United States,United States/NY/Orange,NY,Orange,Sterling Forest SP,41.1976,-74.2549,,"Preening, Scratching, or Bathing",,,,,,,,,,S9000000188,,,,,,,,,430,,3.90,34,,,
612000275,Video,Northern Mockingbird,Mimus polyglottos,,,Robin Hartley,2025-03-28,2025,3,28,1310,United States,United States/NY/Orange,NY,Orange,Sterling Forest SP,41.1976,-74.2549,Adult Male – 1,,,,,,,,,,,S9000000188,,,,,,,,,4790,,4.97,24,,,
612000276,Photo,Rock Pigeon,Columba livia,,,Robin Hartley,2025-03-28,2025,3,28,905,United States,United States/NY/Orange,NY,Orange,Sterling Forest SP,41.1976,-74.2549,Adult Male – 1,"Courtship, Display, or Copulation",,,,,,,,,,S9000000188,,,,,,,,,1000,,3.67,12,,,
612000277,Video,Rock Pigeon,Columba livia,,,Robin Hartley,2025-03-28,2025,3,28,1245,United States,United States/NY/Orange,NY,Orange,Sterling Forest SP,41.1976,-74.2549,Adult – 1,,,,,,,,,,,S9000000188,,,,,,,,,1000,,3.44,32,,,
612000278,Video,White-breasted Nuthatch,Sitta carolinensis,,,Robin Hartley,2025-03-28,2025,3,28,1415,United States,United States/NY/Orange,NY,Orange,Sterling Forest SP,41.1976,-74.2549,Adult – 1,Carrying Food,,,,,,,,,,S9000000188,,,,,,,,,4300,,3.66,35,,,
612000279,Audio,White-breasted Nuthatch,Sitta carolinensis,,,Robin Hartley,2025-03-28,2025,3,28,700,United States,United States/NY/Orange,NY,Orange,Sterling Forest SP,41.1976,-74.2549,,Vocalizing,,,,,,,,,,S9000000188,,,,,,,,,4300,,4.40,20,,,
612000280,Photo,Common Grackle,Quiscalus quiscula,,,Robin Hartley,2025-03-30,2025,3,30,1350,United States,United States/NJ/Cape May,NJ,Cape May,Cape May Point SP,38.9319,-74.9610,Juvenile – 1,,,,,,,,,,,S9000000190,,,,,,,,,5600,,3.01,33,,,
612000281,Photo,Red-bellied Woodpecker,Melanerpes carolinus,,,Robin Hartley,2025-04-08,2025,4,8,1715,United States,United States/NY/Kings,NY,Kings,Prospect Park,40.6602,-73.9690,Adult Male – 1,,,,,,,,,,,S9000000193,,,,,,,,,3500,,4.65,40,,,
612000282,Photo,Sanderling,Calidris alba,,,Robin Hartley,2025-04-10,2025,4,10,1205,United States,United States/NY/Suffolk,NY,Suffolk,Montauk Point SP,41.0717,-71.8567,Adult Male – 1,,,,,,,,,,,S9000000194,,,,,,,,,2000,,4.82,20,,,
612000283,Video,Pine Warbler,Setophaga pinus,,,Robin Hartley,2025-04-10,2025,4,10,1405,United States,United States/NY/Suffolk,NY,Suffolk,Montauk Point SP,41.0717,-71.8567,,,,,,,,,,,,S9000000195,,,,,,,,,5940,,4.19,10,,,
